-4, -8, 2.97789
-25, -27, 2.97789
11, 28, 2.97789
45, -4, 2.97789
0, -34, 2.97789
-46, 28, 2.97789
-33, -15, 2.97789
-45, -5, 2.97789
-3, -27, 2.97789
27, 36, 2.97789
-17, 4, 2.97789
-17, 23, 2.97789
-26, -43, 2.97789
36, -32, 2.97789
50, 26, 2.97789
-11, 19, 2.97789
-59, 26, 2.97789
23, 3, 2.97789
-20, -29, 2.97789
1, -29, 2.97789
-17, -8, 2.97789
-32, 34, 2.97789
-8, 5, 2.97789
-59, -22, 2.97789
-18, 59, 2.97789
18, 30, 2.97789
4, 30, 2.97789
-7, 7, 2.97789
6, -64, 2.97789
30, -16, 2.97789
-8, -16, 2.97789
-17, 1, 2.97789
-25, -28, 2.97789
-25, -20, 2.97789
29, -11, 2.97789
7, 20, 2.97789
0, -21, 2.97789
40, 22, 2.97789
59, 5, 2.97789
28, -42, 2.97789
-61, 36, 2.97789
3, -37, 2.97789
44, -1, 2.97789
-4, -38, 2.97789
-2, -13, 2.97789
-5, 16, 2.97789
-19, -27, 2.97789
-12, 39, 2.97789
32, 1, 2.97789
-7, -24, 2.97789
-14, 19, 2.97789
3, -34, 2.97789
-8, 22, 2.97789
2, -29, 2.97789
-27, -64, 2.97789
-43, -35, 2.97789
25, 1, 2.97789
-4, -29, 2.97789
21, -43, 2.97789
-11, -33, 2.97789
-92, -15, 2.97789
-8, 33, 2.97789
-4, -29, 2.97789
36, -4, 2.97789
-20, -35, 2.97789
45, -20, 2.97789
7, 2, 2.97789
25, 30, 2.97789
-17, -58, 2.97789
21, -3, 2.97789
23, -15, 2.97789
0, -26, 2.97789
-8, -6, 2.97789
10, -5, 2.97789
-23, 19, 2.97789
-12, -34, 2.97789
40, 34, 2.97789
11, 10, 2.97789
55, -19, 2.97789
15, 10, 2.97789
-29, 0, 2.97789
-33, 3, 2.97789
-1, 26, 2.97789
-27, 17, 2.97789
54, -16, 2.97789
13, 41, 2.97789
22, 20, 2.97789
34, 7, 2.97789
14, -16, 2.97789
-39, -26, 2.97789
-14, -4, 2.97789
25, -62, 2.97789
-26, 0, 2.97789
15, 21, 2.97789
33, 17, 2.97789
-3, -33, 2.97789
10, 36, 2.97789
-40, -38, 2.97789
29, -35, 2.97789
28, 17, 2.97789
-7, -9, 2.97789
-48, -25, 2.97789
25, 6, 2.97789
-24, -12, 2.97789
-27, -10, 2.97789
-6, 11, 2.97789
61, 4, 2.97789
-38, -16, 2.97789
-23, 34, 2.97789
14, -6, 2.97789
-27, 52, 2.97789
57, -22, 2.97789
21, -11, 2.97789
-26, -24, 2.97789
29, 4, 2.97789
20, 16, 2.97789
-36, 3, 2.97789
-2, 7, 2.97789
14, 4, 2.97789
31, -44, 2.97789
7, 30, 2.97789
-1, -55, 2.97789
22, -21, 2.97789
-62, -12, 2.97789
-24, -17, 2.97789
-16, -32, 2.97789
-20, 23, 2.97789
25, 10, 2.97789
-29, 10, 2.97789
-11, -10, 2.97789
-16, 1, 2.97789
40, 15, 2.97789
10, 29, 2.97789
-20, -46, 2.97789
-36, -23, 2.97789
44, -50, 2.97789
33, -18, 2.97789
-35, -27, 2.97789
59, 35, 2.97789
-13, -13, 2.97789
-9, 16, 2.97789
-24, -22, 2.97789
-43, -11, 2.97789
-33, -47, 2.97789
6, -16, 2.97789
-26, 14, 2.97789
34, 16, 2.97789
17, 2, 2.97789
-2, -19, 2.97789
5, -5, 2.97789
-15, 8, 2.97789
-34, -46, 2.97789
-38, -32, 2.97789
-28, 0, 2.97789
9, 4, 2.97789
46, -4, 2.97789
13, -41, 2.97789
-7, 18, 2.97789
9, 32, 2.97789
25, -25, 2.97789
13, 26, 2.97789
-17, -2, 2.97789
27, 4, 2.97789
-34, -5, 2.97789
0, 20, 2.97789
1, 7, 2.97789
-10, -56, 2.97789
-36, -6, 2.97789
-12, 16, 2.97789
-52, -6, 2.97789
48, -17, 2.97789
-3, 29, 2.97789
-18, -54, 2.97789
-11, 10, 2.97789
-13, 17, 2.97789
16, -41, 2.97789
-5, -23, 2.97789
10, -8, 2.97789
-8, 6, 2.97789
32, 22, 2.97789
-13, 3, 2.97789
-14, -7, 2.97789
-38, -20, 2.97789
18, 0, 2.97789
14, -26, 2.97789
13, 29, 2.97789
9, -18, 2.97789
24, -42, 2.97789
-47, 27, 2.97789
-23, -17, 2.97789
4, 1, 2.97789
