-8, -40, 3.99316
-67, -31, 3.99316
-37, -23, 3.99316
89, -43, 3.99316
39, -71, 3.99316
-26, 37, 3.99316
-62, 26, 3.99316
20, -51, 3.99316
70, -6, 3.99316
10, 35, 3.99316
-100, 21, 3.99316
30, -8, 3.99316
21, -30, 3.99316
-21, -36, 3.99316
54, 51, 3.99316
-87, -32, 3.99316
-53, 17, 3.99316
-92, -10, 3.99316
-49, -17, 3.99316
-28, -1, 3.99316
-25, -49, 3.99316
-63, 53, 3.99316
19, -6, 3.99316
-68, -81, 3.99316
-8, 0, 3.99316
-30, 10, 3.99316
5, 67, 3.99316
-77, -46, 3.99316
16, -99, 3.99316
81, 33, 3.99316
1, 12, 3.99316
-43, 84, 3.99316
1, -81, 3.99316
-49, -12, 3.99316
3, 0, 3.99316
65, 80, 3.99316
5, -41, 3.99316
-31, 66, 3.99316
93, -12, 3.99316
-5, 33, 3.99316
-71, 66, 3.99316
30, -58, 3.99316
49, 21, 3.99316
-4, 31, 3.99316
-67, -28, 3.99316
32, -48, 3.99316
-21, -53, 3.99316
1, 8, 3.99316
52, -8, 3.99316
-2, -86, 3.99316
-15, -12, 3.99316
5, -24, 3.99316
82, 59, 3.99316
99, -99, 3.99316
-36, -60, 3.99316
-77, -74, 3.99316
93, -7, 3.99316
53, 92, 3.99316
63, -38, 3.99316
64, -65, 3.99316
-28, -5, 3.99316
-58, 77, 3.99316
-26, 6, 3.99316
99, -77, 3.99316
48, 60, 3.99316
2, 38, 3.99316
-35, -57, 3.99316
40, 21, 3.99316
-13, -54, 3.99316
72, -53, 3.99316
81, -16, 3.99316
12, -52, 3.99316
-4, -28, 3.99316
-49, -22, 3.99316
-22, 51, 3.99316
-94, 12, 3.99316
54, 66, 3.99316
-98, -1, 3.99316
15, -49, 3.99316
-61, -76, 3.99316
-52, -76, 3.99316
17, 76, 3.99316
40, 46, 3.99316
7, 63, 3.99316
67, 16, 3.99316
31, 22, 3.99316
41, -20, 3.99316
69, 31, 3.99316
-11, 32, 3.99316
-49, 41, 3.99316
-50, 19, 3.99316
24, -7, 3.99316
-1, 22, 3.99316
63, 31, 3.99316
